LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
968,081110,001642,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_-5290915250518769203 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.74.227:50010', 'blk_-5290915250518769203', '67108864']"
969,081110,001642,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-1137125131904496967 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.37:50010', 'blk_-1137125131904496967', '67108864']"
970,081110,001642,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-1732880687728266128 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.86:50010', 'blk_-1732880687728266128', '67108864']"
971,081110,001642,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000207_0/part-00207. blk_6909313564064789496,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000207_0/part-00207. blk_6909313564064789496']
972,081110,001642,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.196:50010 is added to blk_-5290915250518769203 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.196:50010', 'blk_-5290915250518769203', '67108864']"
973,081110,001642,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_-1732880687728266128 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.67.113:50010', 'blk_-1732880687728266128', '67108864']"
974,081110,001642,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000331_0/part-00331. blk_-570611842010194086,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000331_0/part-00331. blk_-570611842010194086']
975,081110,001642,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.80:50010 is added to blk_6094912849802378145 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.80:50010', 'blk_6094912849802378145', '67108864']"
976,081110,001642,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000000_0/part-00000. blk_8097564879082559325,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000000_0/part-00000. blk_8097564879082559325']
977,081110,001642,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-3777443222853261447 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.122.38:50010', 'blk_-3777443222853261447', '67108864']"
978,081110,001642,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-965397030310708002 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.122.38:50010', 'blk_-965397030310708002', '67108864']"
979,081110,001642,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-965397030310708002 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.146:50010', 'blk_-965397030310708002', '67108864']"
980,081110,001642,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000344_0/part-00344. blk_-6212718315120866706,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000344_0/part-00344. blk_-6212718315120866706']
981,081110,001642,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_-965397030310708002 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.13.240:50010', 'blk_-965397030310708002', '67108864']"
982,081110,001642,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.16:50010 is added to blk_-3777443222853261447 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.19.16:50010', 'blk_-3777443222853261447', '67108864']"
983,081110,001642,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_6046178346547737376 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.65.203:50010', 'blk_6046178346547737376', '67108864']"
984,081110,001642,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000093_0/part-00093. blk_962571925212139077,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000093_0/part-00093. blk_962571925212139077']
985,081110,001642,4434,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8097564879082559325 src: /10.251.71.146:44092 dest: /10.251.71.146:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8097564879082559325', '/10.251.71.146:44092', '/10.251.71.146:50010']"
986,081110,001642,4598,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8415650236765461957 src: /10.251.194.102:40873 dest: /10.251.194.102:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8415650236765461957', '/10.251.194.102:40873', '/10.251.194.102:50010']"
987,081110,001642,4674,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9137140374772966101 src: /10.250.13.240:44254 dest: /10.250.13.240:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_9137140374772966101', '/10.250.13.240:44254', '/10.250.13.240:50010']"
988,081110,001642,4747,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1137125131904496967 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-1137125131904496967 terminating']"
989,081110,001642,4747,INFO,dfs.DataNode$PacketResponder,Received block blk_-1137125131904496967 of size 67108864 from /10.251.42.207,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1137125131904496967', '67108864', '/10.251.42.207']"
990,081110,001642,4766,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3777443222853261447 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-3777443222853261447 terminating']"
991,081110,001642,4766,INFO,dfs.DataNode$PacketResponder,Received block blk_-3777443222853261447 of size 67108864 from /10.250.19.16,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3777443222853261447', '67108864', '/10.250.19.16']"
992,081110,001642,4793,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1732880687728266128 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-1732880687728266128 terminating']"
993,081110,001642,4793,INFO,dfs.DataNode$PacketResponder,Received block blk_-1732880687728266128 of size 67108864 from /10.250.5.237,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1732880687728266128', '67108864', '/10.250.5.237']"
994,081110,001642,4806,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6094912849802378145 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_6094912849802378145 terminating']"
995,081110,001642,4806,INFO,dfs.DataNode$PacketResponder,Received block blk_6094912849802378145 of size 67108864 from /10.251.31.5,e3df2680,Received block <*> of size <*> from <*>,"['blk_6094912849802378145', '67108864', '/10.251.31.5']"
996,081110,001642,4812,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3777443222853261447 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-3777443222853261447 terminating']"
997,081110,001642,4812,INFO,dfs.DataNode$PacketResponder,Received block blk_-3777443222853261447 of size 67108864 from /10.250.19.16,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3777443222853261447', '67108864', '/10.250.19.16']"
998,081110,001642,4813,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-965397030310708002 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-965397030310708002 terminating']"
999,081110,001642,4813,INFO,dfs.DataNode$PacketResponder,Received block blk_-965397030310708002 of size 67108864 from /10.250.13.240,e3df2680,Received block <*> of size <*> from <*>,"['blk_-965397030310708002', '67108864', '/10.250.13.240']"
1000,081110,001642,4815,INFO,dfs.DataNode$DataXceiver,Receiving block blk_962571925212139077 src: /10.251.31.5:38047 dest: /10.251.31.5:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_962571925212139077', '/10.251.31.5:38047', '/10.251.31.5:50010']"
1001,081110,001642,4816,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8097564879082559325 src: /10.250.19.16:48251 dest: /10.250.19.16:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8097564879082559325', '/10.250.19.16:48251', '/10.250.19.16:50010']"
1002,081110,001642,4820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8097564879082559325 src: /10.250.19.16:43289 dest: /10.250.19.16:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8097564879082559325', '/10.250.19.16:43289', '/10.250.19.16:50010']"
1003,081110,001642,4821,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5290915250518769203 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-5290915250518769203 terminating']"
1004,081110,001642,4821,INFO,dfs.DataNode$PacketResponder,Received block blk_-5290915250518769203 of size 67108864 from /10.251.110.196,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5290915250518769203', '67108864', '/10.251.110.196']"
1005,081110,001642,4824,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6909313564064789496 src: /10.251.110.196:39931 dest: /10.251.110.196:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6909313564064789496', '/10.251.110.196:39931', '/10.251.110.196:50010']"
1006,081110,001642,4835,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6212718315120866706 src: /10.251.43.192:46770 dest: /10.251.43.192:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6212718315120866706', '/10.251.43.192:46770', '/10.251.43.192:50010']"
1007,081110,001642,4842,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7791594133717550907 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_7791594133717550907 terminating']"
1008,081110,001642,4846,INFO,dfs.DataNode$DataXceiver,Receiving block blk_962571925212139077 src: /10.250.19.16:37440 dest: /10.250.19.16:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_962571925212139077', '/10.250.19.16:37440', '/10.250.19.16:50010']"
1009,081110,001642,4847,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6212718315120866706 src: /10.251.43.192:45178 dest: /10.251.43.192:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6212718315120866706', '/10.251.43.192:45178', '/10.251.43.192:50010']"
1010,081110,001642,4850,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1732880687728266128 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-1732880687728266128 terminating']"
1011,081110,001642,4850,INFO,dfs.DataNode$PacketResponder,Received block blk_-1732880687728266128 of size 67108864 from /10.251.199.86,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1732880687728266128', '67108864', '/10.251.199.86']"
1012,081110,001642,4853,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6046178346547737376 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_6046178346547737376 terminating']"
1013,081110,001642,4853,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-965397030310708002 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-965397030310708002 terminating']"
1014,081110,001642,4853,INFO,dfs.DataNode$PacketResponder,Received block blk_6046178346547737376 of size 67108864 from /10.251.214.32,e3df2680,Received block <*> of size <*> from <*>,"['blk_6046178346547737376', '67108864', '/10.251.214.32']"
1015,081110,001642,4853,INFO,dfs.DataNode$PacketResponder,Received block blk_-965397030310708002 of size 67108864 from /10.250.13.240,e3df2680,Received block <*> of size <*> from <*>,"['blk_-965397030310708002', '67108864', '/10.250.13.240']"
1016,081110,001642,4858,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6909313564064789496 src: /10.251.126.83:47639 dest: /10.251.126.83:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6909313564064789496', '/10.251.126.83:47639', '/10.251.126.83:50010']"
1017,081110,001642,4860,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9137140374772966101 src: /10.250.13.240:57727 dest: /10.250.13.240:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_9137140374772966101', '/10.250.13.240:57727', '/10.250.13.240:50010']"
1018,081110,001642,4884,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6909313564064789496 src: /10.251.110.196:39125 dest: /10.251.110.196:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6909313564064789496', '/10.251.110.196:39125', '/10.251.110.196:50010']"
1019,081110,001642,4890,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9137140374772966101 src: /10.251.194.147:42786 dest: /10.251.194.147:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_9137140374772966101', '/10.251.194.147:42786', '/10.251.194.147:50010']"
1020,081110,001642,4897,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6094912849802378145 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_6094912849802378145 terminating']"
1021,081110,001642,4897,INFO,dfs.DataNode$PacketResponder,Received block blk_6094912849802378145 of size 67108864 from /10.251.203.80,e3df2680,Received block <*> of size <*> from <*>,"['blk_6094912849802378145', '67108864', '/10.251.203.80']"
1022,081110,001642,4907,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-965397030310708002 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-965397030310708002 terminating']"
1023,081110,001642,4907,INFO,dfs.DataNode$PacketResponder,Received block blk_-965397030310708002 of size 67108864 from /10.251.71.146,e3df2680,Received block <*> of size <*> from <*>,"['blk_-965397030310708002', '67108864', '/10.251.71.146']"
1024,081110,001642,4915,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3777443222853261447 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-3777443222853261447 terminating']"
1025,081110,001642,4915,INFO,dfs.DataNode$PacketResponder,Received block blk_-3777443222853261447 of size 67108864 from /10.251.107.242,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3777443222853261447', '67108864', '/10.251.107.242']"
1026,081110,001642,4918,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6212718315120866706 src: /10.251.126.227:34402 dest: /10.251.126.227:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6212718315120866706', '/10.251.126.227:34402', '/10.251.126.227:50010']"
1027,081110,001642,4933,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1732880687728266128 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-1732880687728266128 terminating']"
1028,081110,001642,4933,INFO,dfs.DataNode$PacketResponder,Received block blk_-1732880687728266128 of size 67108864 from /10.250.5.237,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1732880687728266128', '67108864', '/10.250.5.237']"
1029,081110,001642,4937,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6094912849802378145 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_6094912849802378145 terminating']"
1030,081110,001642,4937,INFO,dfs.DataNode$PacketResponder,Received block blk_6094912849802378145 of size 67108864 from /10.251.31.5,e3df2680,Received block <*> of size <*> from <*>,"['blk_6094912849802378145', '67108864', '/10.251.31.5']"
1031,081110,001642,4938,INFO,dfs.DataNode$DataXceiver,Receiving block blk_962571925212139077 src: /10.251.31.5:33256 dest: /10.251.31.5:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_962571925212139077', '/10.251.31.5:33256', '/10.251.31.5:50010']"
1032,081110,001643,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-5650973585455191895,32777b38,Verification succeeded for <*>,['blk_-5650973585455191895']
1033,081110,001643,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6056234489211479724 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.201.204:50010', 'blk_6056234489211479724', '67108864']"
1034,081110,001643,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_6046178346547737376 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.214.32:50010', 'blk_6046178346547737376', '67108864']"
